filename,drawing_no,mat_rows,cut_rows,mat_missing,cut_missing,error
TB020-INOV-2QFB94BR140_1.0_Pipe-Isometric-Drawing-ServiceAir-Lot_General_Piping_Engineering.dxf,2QFB94BR140,10,4,False,False,
