KKS,Medium,Medium_processed,Fluid Group,DN,PS [bar(g)],Category,Category Details
5 LCX50 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 LCX55 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 LCX60 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 LCX70 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 LCX70 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 LCX70 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 LCX70 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 MAX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 MAX50 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 MAX50 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QEC20 BR100,Air,Gases,2,100,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=100.0, PS*DN=45.0)"
5 QEC20 BR110,Air,Gases,2,100,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=100.0, PS*DN=45.0)"
5 QEC21 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC22 BR100,Air,Gases,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
5 QEC23 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC24 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC25 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC26 BR100,Air,Gases,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
5 QEC27 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC28 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC29 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC30 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC31 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC32 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC33 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC34 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC35 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC36 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC37 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC38 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC40 BR100,Air,Gases,2,100,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=100.0, PS*DN=45.0)"
5 QEC40 BR110,Air,Gases,2,100,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=100.0, PS*DN=45.0)"
5 QEC41 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC42 BR100,Air,Gases,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
5 QEC43 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC44 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC45 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC46 BR100,Air,Gases,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
5 QEC47 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC48 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC49 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC50 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC51 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC52 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC53 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC54 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC55 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC56 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC57 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QEC58 BR100,Air,Gases,2,40,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=40.0, PS*DN=18.0)"
5 QFB20 BR100,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
5 QFB20 BR200,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
5 QFB20 BR300,Service Air,Gases,2,32,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=32.0, PS*DN=256.0)"
5 QFB40 BR100,Service Air,Gases,2,100,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=100.0, PS*DN=800.0)"
5 QFB91 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR922,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR928,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR937,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR943,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR951,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR956,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR962,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR968,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB91 BR980,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR920,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR921,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR922,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR932,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR936,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR942,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR946,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR954,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR956,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR958,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR961,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR963,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR966,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR968,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR971,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR973,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR976,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR978,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR983,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR985,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR987,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR990,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR994,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFB92 BR995,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC20 BR100,Instrument Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
5 QFC20 BR110,Instrument Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
5 QFC20 BR210,Instrument Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
5 QFC20 BR220,Instrument Air,Gases,2,32,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=32.0, PS*DN=256.0)"
5 QFC21 BR100,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC21 BR110,Instrument Air,Gases,2,25,7,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=7.0, DN=25.0, PS*DN=175.0)"
5 QFC22 BR100,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC22 BR110,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC23 BR100,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC23 BR110,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC24 BR100,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC24 BR110,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC25 BR100,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
5 QFC25 BR110,Instrument Air,Gases,2,25,7,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=7.0, DN=25.0, PS*DN=175.0)"
5 QFC40 BR100,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
5 QFC40 BR110,Instrument Air,Gases,2,32,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=32.0, PS*DN=256.0)"
5 QFC40 BR120,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
5 UBA10 BR700,Condensate,Gases,2,25,1.5,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=1.5, DN=25.0, PS*DN=37.5)"
5 UBA20 BR700,Condensate,Gases,2,25,1.5,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=1.5, DN=25.0, PS*DN=37.5)"
9 BAX10 BR900,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 CFX50 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 CYX51 BR926,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 CYX51 BR931,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 EGA10 BR100,Fuel Oil,Liquids,2,80,6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=6.0, DN=80.0, PS*DN=480.0)"
9 EGA10 BR710,Fuel Oil,Liquids,2,15,6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=6.0, DN=15.0, PS*DN=90.0)"
9 EGB11 BR100,Fuel Oil,Liquids,2,80,6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=6.0, DN=80.0, PS*DN=480.0)"
9 EGB11 BR130,Fuel Oil,Liquids,2,80,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=80.0, PS*DN=80.0)"
9 EGB11 BR710,Fuel Oil,Liquids,2,100,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=100.0, PS*DN=100.0)"
9 EGB11 BR720,Fuel Oil,Liquids,2,25,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=25.0, PS*DN=25.0)"
9 EGB12 BR100,Fuel Oil,Liquids,2,80,6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=6.0, DN=80.0, PS*DN=480.0)"
9 EGB12 BR130,Fuel Oil,Liquids,2,80,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=80.0, PS*DN=80.0)"
9 EGB12 BR710,Fuel Oil,Liquids,2,100,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=100.0, PS*DN=100.0)"
9 EGB12 BR720,Fuel Oil,Liquids,2,25,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=25.0, PS*DN=25.0)"
9 EGB12 BR730,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGC10 BR130,Fuel Oil,Liquids,2,80,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=80.0, PS*DN=80.0)"
9 EGC20 BR540,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGC21 BR120,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGC22 BR110,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGC60 BR100,Fuel Oil,Liquids,2,25,1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.0, DN=25.0, PS*DN=25.0)"
9 EGC70 BR530,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGC71 BR510,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGC72 BR510,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGD20 BR110,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGD20 BR120,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGD20 BR130,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGD20 BR140,Fuel Oil,Liquids,2,50,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=50.0, PS*DN=775.0)"
9 EGD20 BR150,Fuel Oil,Liquids,2,25,15.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=15.5, DN=25.0, PS*DN=387.5)"
9 EGD70 BR110,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGD70 BR120,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGD70 BR130,Fuel Oil,Liquids,2,25,4.1,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.1, DN=25.0, PS*DN=102.49999999999999)"
9 EGX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 EGX50 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 ETN10 BR700,Bottom Ash Water,Liquids,2,150,0.7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=0.7, DN=150.0, PS*DN=105.0)"
9 ETN10 BR710,Bottom Ash Water,Liquids,2,150,0.7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=0.7, DN=150.0, PS*DN=105.0)"
9 ETN10 BR720,Waste Water,Liquids,2,100,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=100.0, PS*DN=150.0)"
9 ETN40 BR100,Bottom Ash Water,Liquids,2,32,0.7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=0.7, DN=32.0, PS*DN=22.4)"
9 ETN40 BR200,Bottom Ash Water,Liquids,2,32,8,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=8.0, DN=32.0, PS*DN=256.0)"
9 ETN40 BR210,Bottom Ash Water,Liquids,2,32,8,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=8.0, DN=32.0, PS*DN=256.0)"
9 ETN40 BR715,Bottom Ash Water,Liquids,2,25,0.7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=0.7, DN=25.0, PS*DN=17.5)"
