full_path,filename,page_number,0,1,2,3,4,5,6,KKS,KKS/SU
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,E,113919,1,Rod Hanger Load Chain Assembly LKV M10,,0.4kg,0.4kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,F,113023,1,siFramo Eye-Plate HP F 80 - A M10,,0.6kg,0.6kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,G,114842,1,Threaded Rod GST M10/1000 HCP,223mm,0.11kg,0.11kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,,,,,,SUBTOTAL,3.13kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,1,111732,1,Beam Section Holder TPH F 80 C,,0.8kg,0.8kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,2,116673,2,Beam Section Holder TPH F 80/30 C,,0.5kg,1kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,3,192539,1,Beam Section TP F 80 x 1211,1211mm,7.75kg,7.75kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,4,192539,1,Beam Section TP F 80 x 270,270mm,1.73kg,1.73kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,5,192539,1,Beam Section TP F 80 x 400,400mm,2.56kg,2.56kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,6,192539,1,Beam Section TP F 80 x 470,470mm,3.01kg,3.01kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,7,192539,1,Beam Section TP F 80 x 660,660mm,4.22kg,4.22kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,8,113407,1,Beam Section TP F 80/30 x 1171,1171mm,5.03kg,5.03kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,9,113407,1,Beam Section TP F 80/30 x 270,270mm,1.16kg,1.16kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,10,113407,1,Beam Section TP F 80/30 x 297,297mm,1.28kg,1.28kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,11,113407,1,Beam Section TP F 80/30 x 840,840mm,3.61kg,3.61kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,12,113407,1,Beam Section TP F 80/30 x 870,870mm,3.74kg,3.74kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,13,117292,1,Cantilever Bracket AK F 80/30-Q-400 x 170,170mm,2.5kg,2.5kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,14,117292,1,Cantilever Bracket AK F 80/30-Q-400 x 192,192mm,2.5kg,2.5kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,15,117292,1,Cantilever Bracket AK F 80/30-Q-400 x 300,300mm,2.5kg,2.5kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,16,192674,8,End Cap ADK F 80,,0.03kg,0.24kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,17,113067,6,End Cap ADK F 80/30,,0.02kg,0.12kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,18,192856,2,End Support STA F 80,,1.6kg,3.2kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,19,117160,2,End Support STA F 80/30,,1.1kg,2.2kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,20,117294,2,End Support STA F 80/30-Q,,1.4kg,2.8kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,21,192512,78,Self Forming Screw FLS F,,0.03kg,2.34kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,22,192683,6,U-Holder SB F 80-16,,0.6kg,3.6kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,,,,,,SUBTOTAL,57.89kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
C:\Users\szil\Repos\excel_wizadry\support_dwg_bom_extractor\TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,TC021-INOV-1HBX10BQ008-SU_0.0_Sikla_support_drawing.pdf,1,,,,,,TOTAL,61.02kg,"['1QFC20BQ021', '1HBX10BQ008', '1QFB93BQ001', '1QFB93BQ003', '1HFX15BQ004', '1HBX10BQ008', '1HBX10BQ008']",['1HBX10BQ008/SU']
